URL,Title
https://openai.com/news/,
https://techcrunch.com/,TechCrunch | Startup and Technology News
https://www.technologyreview.com/,MIT Technology Review
https://www.theverge.com/,The Verge
https://arstechnica.com/,Ars Technica - Serving the Technologist since 1998. News, reviews, and analysis.
